"Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight","target"
"M",0.635,0.515,0.17,1.275,"puh5BueHM7",0.286,"IOXhMYT2jK","16"
"M",0.7,0.58,0.205,2.13,0.7415,0.49,0.58,"20"
"M",0.675,0.525,0.185,1.587,0.6935,0.336,0.395,"13"
"F",0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,"18"
"M",0.745,0.585,0.215,2.499,0.9265,0.472,0.7,"17"
"F",0.685,"8DKkfnRgiW",0.18,1.768,0.7495,0.392,0.485,"16"
"M","To3SxYa1jz","BD2rBnEv53",0.18,1.227,0.48,0.287,0.35,"18"
"F",0.59,0.465,0.15,0.997,0.392,0.246,0.34,"12"
"F",0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,"20"
"F",0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,"16"
"F",0.62,0.5,0.175,1.186,"HR7CBvd96o",0.3015,"qmnrxhnOVP","12"
"M",0.63,0.515,0.16,1.016,0.4215,0.244,0.355,"19"
"M",0.58,0.465,0.145,0.887,0.4405,"V2Ib0seGUG",0.265,"11"
"F",0.58,0.455,0.12,"CICPRm0PDa",0.479,0.2735,0.265,"10"
"M",0.63,0.49,0.18,1.13,0.458,0.2765,0.315,"12"
"F",0.69,0.56,0.215,1.719,0.68,0.299,0.47,"17"
"F",0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,"16"
"F",0.66,0.565,0.195,1.7605,0.692,0.3265,0.5,"16"
"F","GIKbjlIfBV",0.58,0.2,1.787,0.585,0.453,0.6,"19"
"F",0.7,0.575,0.17,1.31,0.5095,0.314,0.42,"14"
"M",0.685,"Y6lLnsncAq",0.15,1.343,0.4635,0.292,0.4,"13"
"F",0.675,0.545,0.195,"ukrc6GtEPC",0.6845,0.3695,0.605,"20"
"M",0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,"11"
"F",0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,"10"
"M",0.565,0.465,0.175,0.995,0.3895,0.183,0.37,"15"
"F",0.61,0.495,0.185,1.1085,"hKRma5mqZW",0.3135,0.33,"12"
"M",0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,"15"
"M",0.535,0.42,0.145,0.791,0.33,0.189,0.25,"10"
"M",0.485,0.4,0.135,0.663,0.313,0.137,0.2,"10"
"M",0.47,0.375,"PSg8eI9muf",0.5565,0.226,0.122,0.195,"12"
"M",0.545,0.425,0.135,0.8445,0.373,0.21,0.235,"10"
"F",0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,"9"
"M",0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,"12"
"M",0.46,0.38,0.135,0.482,"GfrFK17EMV",0.1225,"fzjQkPPXPh","10"
"M",0.49,0.42,0.125,0.609,"zwU34v3i2S",0.1435,0.22,"14"
"I",0.465,0.375,0.12,0.471,0.222,0.119,0.14,"9"
"I",0.415,0.325,0.1,"dZW4svOBRF",0.1535,"PBtSAvvEhO",0.105,"10"
"M",0.475,0.375,0.125,0.593,0.277,0.115,0.18,"10"
"F",0.47,0.375,0.125,0.5615,0.252,0.137,0.18,"10"
"I",0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,"9"
"I",0.345,0.275,"qB1MHnW6No",0.1995,0.0755,0.0535,0.07,"6"
"I",0.39,0.31,0.1,0.302,0.116,0.064,"V5z9tyZfz2","11"
"F",0.5,0.395,0.14,0.7155,0.3165,0.176,"ZDS2xJvUz9","10"
"M",0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,"8"
"M",0.535,0.44,0.15,0.6765,0.256,0.139,0.26,"12"
"M",0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,"11"
"F",0.485,0.365,0.12,0.5885,0.27,0.131,0.175,"9"
"M",0.515,0.455,0.135,0.7225,0.295,0.1625,"RN0Ynf4lZs","9"
"F",0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,"7"
"F",0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,"10"
"I",0.44,0.345,0.12,0.365,0.1655,0.083,0.11,"7"
"F",0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,"12"
"M","rPjoj82hjQ",0.355,0.115,0.479,0.2125,0.1045,0.15,"8"
"M",0.59,0.485,0.12,0.911,0.39,0.182,0.29,"16"
"M",0.555,0.45,"kGoAO4rbhC",0.915,0.4,0.246,0.285,"11"
"M",0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,"8"
"M","I9CweK32V3",0.5,0.165,1.1045,0.4565,0.2425,0.34,"15"
"M","W51tb8wghV",0.475,0.12,0.945,0.41,0.2115,0.28,"14"
"F",0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,"11"
"M",0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,"12"
"F",0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,"14"
"F","nf9TuMxwjX",0.47,0.14,1.0325,0.3605,0.224,"QAYRBNhvTM","15"
"F",0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,"20"
"M",0.63,0.515,0.165,1.352,0.488,0.349,0.45,"20"
"F","FOdxCc6bFV",0.5,0.155,"csfQYiRWaa",0.367,0.199,0.36,"16"
"M",0.545,0.41,0.14,0.625,0.223,0.16,0.235,"13"
"F",0.67,0.54,0.165,1.5015,0.518,0.358,0.505,"14"
"I",0.49,0.38,"vGJy734Ok0",0.529,0.2165,0.139,0.155,"11"
"F",0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,"13"
"I",0.29,0.225,0.07,0.101,0.036,0.0235,0.035,"8"
"I",0.26,0.2,0.07,0.092,0.037,0.02,0.03,"6"
"M",0.58,0.45,0.175,1.068,0.425,0.203,0.32,"13"
"F",0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,"18"
"M",0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,"19"
"F",0.56,0.455,"iX8SBcqmu0",0.943,0.344,0.129,0.375,"21"
"F",0.575,0.45,"RgkFpgDoOA",1.0475,"OlXk72hiqn","n8GyAg4ezQ",0.385,"18"
"F",0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,"18"
"M",0.6,0.47,0.155,1.036,0.4375,0.196,0.325,"20"
"M",0.565,"z9MgeaxZ83",0.17,0.9065,0.342,0.156,0.32,"18"
"M",0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,"22"
"I",0.44,0.345,0.1,0.366,0.122,0.0905,0.12,"13"
"M",0.5,0.41,0.15,0.662,0.2815,0.137,"ILqU4UCy7V","11"
"I",0.36,0.275,0.095,0.217,"XMg2oynlkE",0.0435,0.09,"7"
"I",0.385,0.305,0.095,0.252,"wrD6TVDsr4",0.055,0.09,"14"
"M","60CB0a5eXD",0.3,"sAQSw98spu",0.3055,0.143,0.0645,0.085,"9"
"M",0.5,0.415,0.165,0.6885,0.249,0.138,0.25,"13"
"I",0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,"10"
"I",0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,"8"
"F",0.505,0.425,"hT6eVcvQav",0.85,0.275,0.1625,0.285,"19"
"I",0.395,0.295,0.1,0.2715,"34yZtxlOy4",0.0325,0.085,"10"
"F",0.41,0.325,0.105,0.3635,0.159,0.077,0.12,"10"
"F","v5x61jbsuy","X7QMaRxpbl",0.19,0.714,0.283,0.129,0.275,"9"
"M",0.565,0.435,0.185,0.9815,0.329,0.136,0.39,"13"
"M",0.565,0.455,0.185,0.9265,0.354,0.1575,"WsSpudSfWS","16"
"M",0.605,0.5,0.175,1.098,0.4765,0.232,0.375,"12"
"F",0.565,0.455,0.15,"FiZbP06FGd",0.365,0.159,0.26,"18"
"M",0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,"16"
"F",0.675,0.535,0.16,1.41,0.592,0.3175,"jdZEOareBO","16"
"F",0.665,0.555,0.195,1.4385,0.581,0.354,0.36,"17"
"F",0.565,0.49,0.155,"FR7qCjWQUc",0.405,0.2195,0.255,"11"
"F",0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,"14"
"M",0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,"11"
"F",0.64,0.54,0.175,1.221,0.51,0.259,0.39,"15"
"I",0.36,0.28,0.105,0.199,0.0695,0.045,0.08,"9"
"I",0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,"10"
"F",0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,"11"
"M",0.38,0.285,0.1,0.2665,0.115,0.061,0.075,"11"
"F",0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,"12"
"I","8GBVKXhjIV",0.185,0.07,0.0715,0.026,0.018,0.025,"6"
"I",0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,"5"
"I",0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,"6"
"I",0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,"5"
"F",0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,"12"
"M",0.655,0.53,0.195,1.388,0.567,0.2735,0.41,"13"
"F",0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,"17"
"M",0.675,0.555,0.2,1.4385,"bgX8W02gh4",0.2665,0.465,"21"
"dx5EC8RVPa",0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,"9"
"F","TokzRWaQ5J",0.405,0.12,0.646,0.2895,0.1405,0.177,"10"
"eGfNwRCRJD",0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,"9"
"F",0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,"11"
"F","1wOI6alz55",0.415,0.16,0.7715,0.272,0.1455,0.2765,"10"
"M",0.53,0.415,0.175,0.7395,"wGHNMQUM4l",0.1395,0.2645,"17"
"F",0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,"9"
"3VHVoKz5Au",0.665,0.54,0.175,1.347,0.4955,0.254,0.415,"17"
"M",0.735,0.59,0.225,1.756,0.637,0.3405,0.58,"21"
"M",0.66,"8mSgwQ7syp",0.185,1.32,0.5305,0.2635,0.455,"16"
"F",0.7,0.585,0.185,1.8075,0.7055,0.3215,0.475,"29"
"M",0.575,0.4,0.155,0.9325,"lzSHUP42P5",0.2445,0.3,"17"
"M",0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,"15"
"F",0.58,0.46,0.15,0.9955,0.429,0.212,0.26,"19"
"M",0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,"12"
"F",0.585,0.465,0.14,0.908,0.381,0.1615,0.315,"13"
"sHlKNctCUz",0.55,0.45,0.13,0.92,0.378,0.2385,0.29,"11"
"F",0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,"15"
"M",0.54,0.42,"RQAfVFFYHL",0.8075,0.3485,0.1795,0.235,"11"
"F",0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,"14"
"M",0.59,0.455,0.145,1.073,0.475,0.19,0.285,"14"
"M",0.58,"8UolVgoRup",0.13,0.921,0.357,0.181,0.29,"13"
"F",0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,"11"
"M",0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,"15"
"M",0.625,0.5,0.195,"h0dEMX3anl",0.5875,0.2185,0.37,"17"
"F",0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,"15"
"F",0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,"12"
"F",0.605,0.485,0.165,1.0105,0.435,0.209,0.3,"19"
"F",0.615,0.525,0.155,1.0385,0.427,0.2315,"gEkrcWFSId","11"
"M","8jHl7teziP",0.45,0.175,0.874,0.3275,0.202,0.305,"10"
"F",0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,"12"
"F",0.62,0.52,0.225,1.1835,0.378,0.27,0.395,"23"
"F",0.62,0.47,0.225,1.115,0.378,0.2145,0.36,"15"
"F",0.6,0.505,0.19,"DNuMYtuxpx",0.4385,0.256,0.36,"13"
"F",0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,"17"
"M","PWY0dZ78DT",0.47,0.175,1.105,0.4865,0.247,0.315,"15"
"M",0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,"12"
"M",0.585,0.455,0.225,1.055,0.3815,0.221,0.365,"15"
"M",0.56,0.435,0.18,0.889,0.36,0.204,0.25,"11"
"I",0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,"16"
"I",0.68,0.53,0.185,1.1095,0.439,"na2d93IhYW","oS26XvBDYx","10"
"F",0.455,0.35,0.14,0.5185,"7DGgX5uZvT",0.1265,0.135,"10"
"F",0.49,0.38,0.145,0.6725,0.249,0.181,0.21,"10"
"M",0.31,0.22,0.085,0.146,0.061,0.0365,0.045,"6"
"F","NTyATlu9Xz",0.195,0.07,"6EgFNDlPPl",0.031,0.0215,0.025,"5"
"M",0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,"6"
"M",0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,"9"
"M",0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,"5"
"M",0.325,0.23,0.09,0.147,0.06,0.034,0.045,"4"
"F","ljXvgONadi",0.25,0.09,0.203,0.078,0.059,0.055,"6"
"M",0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,"3"
"F",0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,"5"
"I",0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,"9"
"M",0.2,0.14,0.055,0.035,0.0145,0.008,0.01,"5"
"M",0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,"4"
"M",0.175,0.125,0.04,0.024,0.0095,0.006,0.005,"4"
"M",0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,"3"
"F",0.57,"Lxfe96dTxU",0.155,0.733,"xQIMQ8mcM9",0.159,0.235,"14"
"F",0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,"12"
"M",0.385,0.3,0.095,0.24,0.0885,0.059,0.085,"9"
"I",0.53,0.42,0.185,0.752,0.299,0.156,0.205,"20"
"e4VKin1IhS",0.46,0.355,0.13,0.458,0.192,0.1055,0.13,"13"
"I",0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,"12"
"DN6RjuDV8S",0.435,0.335,0.11,0.38,"2pSPfzWAae",0.086,0.11,"9"
"I",0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,"10"
"I",0.465,0.38,0.13,0.454,0.1895,0.08,0.155,"11"
"I",0.52,0.405,0.14,0.5775,"9evTrBE6R4",0.145,0.179,"11"
"M",0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,"7"
"M","8DnmxCn2u1",0.205,0.07,0.094,0.0335,0.02,0.0325,"5"
"F",0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,"10"
"F",0.5,0.375,0.14,0.604,0.242,0.1415,0.179,"15"
"F",0.44,0.355,"O9tupn7Hpi",0.415,0.1585,0.0925,0.131,"11"
"M",0.42,0.325,0.115,"pS12BlyjCe",0.1,0.057,0.1135,"15"
"2mZvariY26",0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,"8"
"F",0.38,0.29,0.105,0.257,0.099,0.051,0.085,"10"
"M",0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,"11"
"M","GKX7Xm8SBy",0.195,0.065,0.08,0.0315,0.018,0.027,"8"
"M",0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,"7"
"F",0.565,0.45,0.16,0.795,"m1hADaaFPh",0.1555,0.23,"12"
"I",0.555,"bHY3yswqhr",0.18,0.875,0.3695,0.2005,0.255,"11"
"I",0.65,0.515,0.16,1.1625,0.495,"UH06wS0L2B",0.33,"17"
"I",0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,"13"
"I",0.56,0.44,0.165,0.8,0.335,0.1735,0.25,"12"
"I",0.48,0.37,0.12,"hTBcbTziIw",0.2075,0.131,0.155,"13"
"I",0.485,0.39,0.125,0.591,0.287,0.141,0.12,"9"
"I",0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,"10"
"I",0.525,0.405,0.15,0.795,0.3075,0.205,0.255,"14"
"F",0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,"12"
"F",0.66,"dGosQWhUNR",0.17,1.326,0.519,0.2625,0.44,"13"
"I",0.52,0.4,0.145,0.66,0.267,0.1055,0.22,"13"
"F",0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,"8"
"I","ifqKyMQVSb",0.4,0.12,0.659,0.2705,0.179,0.17,"13"
"F",0.475,0.35,0.115,0.452,0.1715,0.092,0.155,"11"
"F",0.545,0.415,0.15,0.7335,"PWvTgj2pVW",0.163,0.2185,"11"
"F",0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,"14"
"M",0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,"10"
"I","wzKkA0dtlN",0.355,0.13,0.581,0.245,0.132,0.168,"12"
"I",0.435,0.33,0.125,0.406,"OCkOLgMALL",0.1055,0.096,"12"
"M",0.28,0.21,0.08,0.1085,"Jt3IJJEUjg","otDbbLDH4z",0.0345,"7"
"F",0.41,0.32,"z4OPrgbGuO",0.387,0.165,0.1005,0.0985,"11"
"I",0.45,0.35,0.14,0.474,0.21,0.109,0.1275,"16"
"I","ZnLNtrXLr6",0.345,0.135,0.443,0.1975,0.0875,0.1175,"14"
"F",0.59,0.455,0.155,1.066,0.382,0.2275,0.415,"20"
"F",0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,"17"
"I",0.61,0.475,0.15,0.9665,0.4145,"jLaaNiAitC",0.345,"10"
"F",0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,"11"
"I",0.56,0.425,"ijyrggvhDn",0.9175,0.4005,0.1975,0.26,"10"
"F",0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,"10"
"I",0.58,0.445,0.15,0.8865,0.383,0.209,0.255,"11"
"F",0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,"17"
"F",0.625,0.49,0.175,"OsCURbbfre",0.5565,0.247,0.365,"11"
"I",0.55,0.425,"lGpc6FDKWy",0.806,0.376,0.171,0.245,"14"
"F",0.645,"oQdkzi2SwX",0.19,1.4635,0.6615,0.3435,0.435,"19"
"I",0.46,0.355,0.14,0.4935,0.216,0.133,0.115,"13"
"F",0.41,0.305,0.1,0.363,0.1735,0.065,0.11,"11"
"I",0.495,0.39,0.125,0.6655,0.284,0.162,0.2,"11"
"I",0.52,"hRktkm6sNF",0.17,"gFBHDpW1a6",0.28,0.174,0.195,"10"
"F",0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,"13"
"M",0.45,0.335,0.14,0.4625,0.164,0.076,"7ZlLrH3eBx","14"
"5g4L1Mmx69",0.405,0.31,0.12,0.3095,0.138,0.058,0.095,"13"
"I",0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,"13"
"F",0.37,0.29,0.115,0.25,0.111,0.057,"Fm7rb5SL3I","9"
"I",0.525,0.41,0.175,0.874,0.3585,0.207,0.205,"18"
"F",0.66,"XNPyV4HrTm",0.18,1.514,0.526,0.2975,"riS2mrvg5l","19"
"M",0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,"12"
"I",0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,"13"
"F",0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,"9"
"I",0.605,0.47,0.14,0.939,0.3385,0.201,"OQ0kw0gxrq","13"
"I",0.605,0.495,0.145,1.054,0.369,0.2255,0.36,"12"
"F",0.56,"tDSwml8AEB",0.195,0.981,0.305,0.2245,0.335,"16"
"I",0.535,0.42,0.145,0.926,0.398,0.1965,0.25,"17"
"F",0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,"10"
"F",0.39,0.3,"pF2QvnyV3x",0.265,0.1075,0.06,0.0865,"13"
"I",0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,"11"
"I",0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,"12"
"I",0.425,0.345,0.125,0.425,0.16,0.0795,0.154,"13"
"5G5kG9All4",0.345,0.27,"6h36sjcWwq",0.195,0.078,0.0455,0.059,"9"
"NxnDyda1wm",0.485,0.37,0.13,"lpZed2OLGP",0.181,0.113,0.136,"10"
"24LVDcIwRS",0.37,0.285,0.1,"aLPJLG1T2e",0.0675,0.0675,0.081,"10"
"M",0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,"12"
"F",0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,"12"
"M",0.195,0.145,0.05,0.032,0.01,0.008,0.012,"4"
"M",0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,"9"
"I",0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,"18"
"I",0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,"15"
"M",0.415,0.345,0.135,0.3865,0.128,0.07,"gt8U2jAT0p","13"
"F",0.47,0.355,0.14,0.433,0.1525,0.095,0.152,"12"
"M",0.32,0.24,0.085,0.17,0.0655,0.047,0.049,"7"
"M",0.31,0.225,0.075,"Kd1L6e0jrS",0.0455,0.0335,"JLwfvHQLgw","9"
"M",0.235,"5QojNOvYoE",0.055,0.0515,0.018,0.0105,0.0195,"7"
"M",0.345,0.255,0.08,0.169,0.06,0.0425,0.054,"10"
"I",0.485,0.38,0.14,0.673,0.2175,0.13,0.195,"18"
"F",0.5,0.385,"TdvjdNXE8h",0.6785,0.2945,0.138,0.195,"12"
"F",0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,"17"
"I",0.465,0.36,0.105,0.498,"G49tmBR1ih",0.116,0.14,"15"
"F",0.525,"id4BeIjYhO",0.16,0.658,0.2655,0.1125,0.225,"12"
"F",0.425,0.335,0.095,0.322,0.1205,0.061,0.125,"10"
"F",0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,"8"
"I",0.53,0.415,0.145,0.944,0.3845,0.185,0.265,"21"
"M",0.34,0.265,0.085,0.1835,0.077,0.046,0.065,"10"
"I",0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,"9"
"F",0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,"7"
"M",0.46,"XejNcXrfoa",0.125,0.467,0.1895,0.0945,0.158,"10"
"I",0.47,"UUkxcydxwb",0.13,0.5225,0.198,0.1065,0.165,"9"
"M","JLy1x7knfo",0.295,"Ke0NqsEki3",0.2105,0.066,0.0525,0.075,"9"
"M",0.355,0.265,0.09,0.168,0.05,0.041,0.063,"8"
"M",0.38,0.235,0.1,0.258,0.1055,0.054,0.08,"7"
"M",0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,"6"
"I",0.44,0.345,0.12,"qo609nfeDA",0.1965,0.108,0.16,"14"
"F",0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,"13"
"M","mgKva3hmpv",0.24,0.085,0.173,0.0795,0.038,0.05,"7"
"I",0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,"13"
"F",0.59,0.45,0.16,0.9,0.358,0.156,0.315,"19"
"M",0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,"7"
"9owxMa5ZVy",0.45,0.34,0.13,0.3715,0.1605,"P3DaXbFs0J",0.105,"9"
"I",0.445,0.33,0.12,"UfqxwHalZP",0.12,0.084,0.105,"11"
"M",0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,"6"
"M",0.48,0.375,0.145,0.777,0.216,0.13,0.17,"9"
"I",0.46,0.35,0.12,0.4885,0.193,0.105,0.155,"11"
"F",0.475,0.36,0.125,0.447,0.1695,0.081,0.14,"9"
"nWh38a6oro",0.255,0.18,0.065,0.079,"PoEiKYbZk6",0.014,0.025,"5"
"I",0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,"6"
"I",0.47,0.35,0.13,0.466,0.1845,0.099,0.145,"11"
"M",0.31,0.225,0.08,0.1345,0.054,0.024,0.05,"7"
"F",0.37,0.28,0.11,0.2305,"nkzdQeWw7S",0.0465,0.075,"10"
"M",0.295,0.215,0.075,0.129,0.05,0.0295,0.04,"7"
"F",0.555,0.435,0.165,0.97,0.336,"qmgLuc8Evp",0.295,"17"
"F",0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,"16"
"I",0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,"18"
"F",0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,"11"
"I","gfHoPmEi1I",0.525,0.18,1.626,0.597,0.3445,0.53,"18"
"I",0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,"11"
"F",0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,"10"
"F",0.38,0.305,0.105,0.281,0.1045,"vuE2E4vpXx",0.09,"12"
"I",0.45,0.355,0.12,0.412,0.1145,0.0665,"gN4p4K6eON","19"
"F",0.395,0.295,0.095,"3Se63oJWnr",0.078,0.054,0.08,"10"
"M",0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,"11"
"F",0.485,0.38,0.15,0.605,0.2155,0.14,0.18,"15"
"M",0.55,"B7sJ8YEPP7",0.155,0.9175,0.2775,0.243,0.335,"13"
"F",0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,"13"
"M",0.475,0.385,0.145,"D2ejYprAnR",0.235,"esyJkCHVmB",0.215,"14"
"F",0.5,0.38,0.155,0.655,0.2405,0.143,0.205,"17"
"F","wEK6UsHybQ",0.41,0.165,0.8115,0.24,0.169,0.24,"19"
"M",0.49,0.39,0.15,0.573,0.225,0.124,0.17,"21"
"F",0.49,0.385,0.15,0.7865,0.241,0.14,0.24,"23"
"F",0.52,0.395,0.18,0.64,0.158,0.11,0.245,"22"
"M",0.54,0.415,0.145,0.74,0.2635,0.168,0.245,"12"
"F",0.5,0.375,0.115,"ML5ke6HYPR",0.185,0.148,0.19,"11"
"F",0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,"23"
"F",0.37,0.275,0.1,0.2225,0.093,0.026,0.08,"8"
"I",0.37,0.275,0.1,0.2295,0.0885,0.0465,"EoKh6DGAwr","7"
"M",0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,"10"
"F",0.435,0.325,0.115,0.3915,0.154,0.094,0.12,"7"
"M",0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,"16"
"M",0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,"10"
"M",0.565,0.44,0.185,0.909,0.344,0.2325,0.255,"15"
"pZqVgpzzii",0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,"13"
"F",0.535,0.405,0.125,0.927,0.26,0.1425,0.345,"16"
"M",0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,"11"
"M",0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,"11"
"M","V5UU2COocn",0.375,0.15,0.636,0.2535,0.145,0.19,"10"
"I",0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,"5"
"F",0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,"11"
"M",0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,"9"
"I",0.165,0.11,0.02,0.019,0.0065,0.0025,0.005,"4"
"I",0.315,0.23,0.09,0.1285,0.043,0.04,0.04,"7"
"I",0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,"4"
"M",0.28,"WowtH1fFYh",0.1,0.1165,0.0545,0.0285,"oAtrBViK89","5"
"H47hQxye7H","OBwf8I1Yvt",0.335,0.12,0.444,0.155,0.1145,0.14,"13"
"F",0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,"16"
"M",0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,"12"
"F",0.48,"NImHG2aAto",0.135,0.536,0.1895,0.142,0.173,"14"
"F",0.445,0.33,0.105,0.4525,"QrPHyzg0u1",0.103,0.123,"9"
"M",0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,"12"
"M","506gFYnq4n",0.3,0.125,0.417,0.191,0.09,0.1175,"9"
