"Name","Short description","Gender","Country","Occupation","Birth year","Death year","Manner of death","target"
"","","","","","","","",91.0
"","","","","","","","",83.0
"","","","United States of America","","","","",85.0
"","","","","","","","",73.0
"","","","","","","","",81.0
"","","","","Politician","","","",78.0
"","","","","","","","",80.0
"","","","","","","","",70.0
"","","","","","","","",80.0
"","","","","","","","",77.0
"","","","","","","","",69.0
"","","","","","","","",85.0
"","","","","","","","",92.0
"","","","","","","","",66.0
"","","","","","","","",64.0
"","","","","","","","",68.0
"","","","","","","","",60.0
"","","","","","","","",74.0
"","","","","","",1862.0,"",72.0
"","","","","","","","",71.0
"William Rowan Hamilton","","","","","","","",60.0
"","American politician, 11th President of the United States (in office from 1845 to 1849)","","","","","","",54.0
"","astronomer and Jesuit missionary","","","","",1792.0,"",72.0
"","","","","","","","",66.0
"","","","","","","","",69.0
"","","","","","","","",96.0
"","","","","","","","",83.0
"","","","","","","","",99.0
"","","","","","","","",69.0
"","","","","","","","",63.0
"","","","","","","","",85.0
"","","","","","","","",99.0
"","","","","","","","",68.0
"","","","","","","","",91.0
"","","Male","","","","","",57.0
"","","","","","","","",76.0
"","","","","","","","",65.0
"","","","","","","","",94.0
"","","","","","","","",94.0
"","","","","","","","",84.0
"","","","","","","","",67.0
"","Chilean lawyer, politician and journalist (1906-1975)","","","","","","",69.0
"","","","","","","","",85.0
"","","","","","","","",58.0
"","","","","","",1977.0,"",63.0
"","","","","","","","",47.0
"","","","","","","","",93.0
"","","","","","","","",85.0
"","","","","","","","",95.0
"","","","","Artist","","","",85.0
"","","","","","","","",82.0
"","","","","","","","",79.0
"","","","","","","","",56.0
"","","","","Artist","","","",79.0
"Roberto Raviola","","Male","","","","","",57.0
"","","","","","","","",68.0
"","","","","","","","",74.0
"","","","","","","","",72.0
"","","","","","","","",65.0
"","","","","","","","",82.0
"","","","","","","","natural causes",77.0
"","","","","","","","",67.0
"","","","","","","","",53.0
"","","Male","","","",2011.0,"",93.0
"","","","","","","","",79.0
"","","","","","","","",73.0
"","","","","","",1920.0,"",33.0
"","","","","",1909.0,"","",78.0
"","","","","","","","",90.0
"","writer of Esperanto literature","","","","","","",85.0
"","","Male","","","","","",79.0
"","","","","","","","",84.0
"","","","","","","","",55.0
"","","","","","",1932.0,"",75.0
"","","","","","","","",55.0
"","lawyer, politician and diplomat in the United Kingdom (1864-1958)","","United Kingdom","","","","",94.0
"","","","","","","","",68.0
"","","","","","","","",81.0
"","Father of Positivism","","","","","","",59.0
"","","","","","","","",78.0
"","","","","","","","",75.0
"","","","","","","","",79.0
"","","","","Athlete","","","",75.0
"","","","","","","","",87.0
"","","","","",1867.0,"","",89.0
"","","","","","","","",87.0
"","","","","","","","",86.0
"","","","","","","","",56.0
"","","","","Artist","","","",76.0
"","","","","","","","",55.0
"","","","","",1924.0,"","",82.0
"","","","","","","","",77.0
"Umberto Eco","Italian semiotician, essayist, philosopher, literary critic, and novelist","","","","","","",84.0
"","","","","","","","",86.0
"","","","","","","","",64.0
"","","","","",1947.0,"","",60.0
"","","","","","","","",75.0
"","","","","","","","",64.0
"","","","","Artist","","","",76.0
"","","","","","","","",83.0
"","","","","","","","",80.0
"","","","","",1933.0,"","",83.0
"","","","Marshall Islands","","","","",68.0
"","","","","","","","",80.0
"","","","","","","","",78.0
"","","","","","","","",83.0
"","","","","","","","",85.0
"","","","","","","","",86.0
"","","","","","","","",70.0
"","","","","Politician","","","",87.0
"","Icelandic poet","","","","","","",88.0
"","","","","","","","",76.0
"","","","","","","","",83.0
"","","","","","","","",81.0
"","","","","",1835.0,"","",74.0
"","","","","","","","",75.0
"","","","","","","","",82.0
"","","","","","",1993.0,"",63.0
"","","","","","","","",72.0
"","","","","","","","",42.0
"","Flemish former minister (1937-2016)","","","","","","",79.0
"","Italian conductor (1867-1957)","","Italy; Kingdom of Italy","","","","",90.0
"","","","","","","","",38.0
"","","","","Artist",1908.0,"","",59.0
"","","","","","","","",75.0
"","","","","","","","",77.0
"","","Male","","",1894.0,"","",79.0
"","","","","","","","",74.0
"Ferdinand de Saussure","","","","","","","",56.0
"","","","","","","","",76.0
"","","","","","","","",82.0
"","","","","","","","",75.0
"","","","","","","","",78.0
"","","","","","","","",69.0
"","","","","","","","",75.0
"","","","","","","","",83.0
"","","","","","","","",61.0
"","","","","","","","",69.0
"","","","","","","","",72.0
"","","","","","","","",83.0
"","","","","","","","",50.0
"","","","","","","","",76.0
"","","","France","","","","",65.0
"","","","","","","","",49.0
"","","","","","","","",92.0
"","","","","","","","",68.0
"","","","","","","","",82.0
"","","","","","",2000.0,"",82.0
"","","","","","","","",87.0
"","","","","","","","",92.0
"","","","","","","","",68.0
"","","","","","","","",75.0
"","","","","","","","",80.0
"","","","","","","","",70.0
"","German composer and orchestra director","","","Artist","","","",83.0
"","","","","","","","",36.0
"","","","","","","","",75.0
"German Goldenshteyn","","","","Clarinetist","","","",72.0
"","","","United States of America","","","","",64.0
"","","","","","","","",53.0
"","","","","","","","",76.0
"","","","","","","","",69.0
"","","","","","","","",82.0
"","","","United States of America","","","","",73.0
"","","Female","","","","","",52.0
"","","","","","",1972.0,"",67.0
"","","","","","","","",89.0
"Kaisa Sere","","","","","","","",58.0
"","","","","","","","",72.0
"","","","Germany; Kingdom of Great Britain; United Kingdom of Great Britain and Ireland","Artist","","","",84.0
"","","","","","","","",79.0
"","","","","","","","",87.0
"","","","","",1746.0,"","",80.0
"","","","","","","","",75.0
"","","","","","","","",91.0
"Taejong of Joseon","","","","","","","",55.0
"","","Male","","",1742.0,"","",64.0
"","","","","","","","",51.0
"","9th President of the Republic of Korea (1946-2009)","","","",1946.0,"","",63.0
"","","","","","","","",62.0
"","","","","","","","",59.0
"","","","","","","","",70.0
"","","","","","","","",24.0
"","","","","","","","",87.0
"","","","","","","","",67.0
"","","","","","","","",52.0
"","","","","","","","",88.0
"","","","","","","","",81.0
"","","","","","",2018.0,"",92.0
"","","","","","","","",68.0
"","","","","","","","",81.0
"","","","","","","","",34.0
"","","","","","","","",87.0
"","","","","","","","",76.0
"","","","","","","","",55.0
"","","","","","","","",66.0
"","","","","","","","",84.0
"","","","","","","","",70.0
"","","","","","","","",76.0
"","","","","","","","",69.0
"","","","","","",1936.0,"",59.0
"","","","","","","","",79.0
"","","Male","","","","","",57.0
"","","","","","","","",62.0
"","","","","","","","",82.0
"","","","","","","","",93.0
"","","","","","","","",90.0
"","","","","","","","",69.0
"","","","","","","","",69.0
"","","","","","","","",72.0
"","","Male","","","","","",80.0
"","","","","","","","",77.0
"","","","","Politician","","","",97.0
"","","","","","","","",83.0
"","","","","","","","",34.0
"","","","","","","","",92.0
"","","","","","","","",74.0
"","","","","","","","",73.0
"Jorge Batlle Ibáñez","","","","","","","",89.0
"","","","","","","","",80.0
"","","","United States of America","","","","",77.0
"","","","","","","","",47.0
"","","","Russian Empire","","","","",48.0
"","","","","","","","",43.0
"","","","","","","","",42.0
"","","","","","","","",84.0
"","","","","","","","",81.0
"","","","","Researcher","","","",90.0
"","","","","","","","",44.0
"Franz Balthasar von Lindern","","","","","","","",73.0
"","","","","","","","",73.0
"","","","","","","","",64.0
"","","","","","","","",73.0
"","","","","","","","",68.0
"","","","","","","","",70.0
"","","","","","","","",62.0
"","","","","","","","",50.0
"","","Male","","",1788.0,"","",68.0
"","","","","","",1790.0,"",70.0
"","","","","","","","",27.0
"","","","","","",2011.0,"",25.0
"","","","","","","","",34.0
"","","","","","","","",45.0
"","Slovene composer","","","","","","",78.0
"","","","","","","","",23.0
"","","","","","","","",84.0
"Timo Murama","Finnish ski jumper and Nordic combined athlete","","","","","","",68.0
"","","","","","","","",65.0
"","","","","","","","",94.0
"","","","","","","","",69.0
"","","","","","","","",48.0
"","","","","","","","",62.0
"","","Male","Italy","","","","",64.0
"","","","","","","","",73.0
"Berlinghiero Berlinghieri","","","","","","","",60.0
"","","","","","","","",51.0
"","","","","","","","",60.0
"","","","","","","","",56.0
"","","","Austrian Empire","","","","",34.0
"Dragotin Kette","","","","","","","natural causes",23.0
"","","","","","","","",42.0
"","","","","","","","",79.0
"","","","","Air force officer","","","",84.0
"","","","","","","","",45.0
"","","","","","","","",28.0
"","","","","","","","",70.0
"","","","","","","","",73.0
"","","","French Third Republic; Second French Empire","","","","",59.0
"","","","","","","","",74.0
"","1851-1917, Former Belgian prime minister","","","","","","",66.0
"","","Male","","","","","",66.0
"","French social commentator and political thinker (1689-1755)","","","","","","",66.0
"","","Male","","","","","",77.0
"","","","","Athlete","",2005.0,"",73.0
"","","","","","","","",90.0
"","","","","","","","",98.0
"","","","","","","","",71.0
"","","","","","","","",84.0
"","","","","","","","",72.0
"","","","","","","","",55.0
"","","","","","","","",91.0
"","","","","","","","",62.0
"","","","","",1920.0,"","",89.0
"","","","","","",1967.0,"",74.0
"","","","","","","","",84.0
"","American actor (1920-1999)","","","","","","",79.0
"","","","","","","","",55.0
"","","","","","","","",91.0
"","","","","","","","",85.0
"","","","","","","","",58.0
"","","","","","","","",54.0
"","","","","","",1973.0,"",33.0
"","","","","","","","",95.0
"","","","","Artist","","","",67.0
"","","","","","","","",32.0
"","","","","","","","",68.0
"","","","","","","","",88.0
"","","","Germany","","","","",65.0
"","","","","","",2009.0,"",45.0
"","","","","","","","",79.0
"","","","","","","","",80.0
"","","","","","","","",93.0
"Beatrice Helen Worsley","","","","","","","",50.0
"","","","","","","","",87.0
"","","","","Researcher","","","",82.0
"","","","","","","","",70.0
"","","","","","","","",88.0
"","","","","","","","",58.0
"","","","","","","","",80.0
"","","","Germany","","","","",79.0
"","","","","","",2007.0,"",47.0
"","","","","","","","",59.0
"","","","","","","","",65.0
"","","","","","","","",84.0
"","","","","","","","",55.0
"","","","","",1901.0,"","",67.0
"","","","","","","","",56.0
"","","","","","","","",81.0
"","","","","","","","",45.0
"","","","","","","","",40.0
"","","","","","","","",48.0
"","","","","","","","",59.0
"","","","","","","","",40.0
"","","","","","","","",85.0
"","Hungarian mathematician","","","","","","natural causes",58.0
"","","","","","","","",81.0
"","","","","","","","",93.0
"","","","","","","","",54.0
"","","Male","","","","","",61.0
"","","","","","","","",74.0
"","","","","","","","",25.0
"","","","","","","","",45.0
"","","","","","","","",71.0
"","","","","","","","",54.0
"","","","","",1932.0,"","",70.0
"","","","","","","","",91.0
"","","","","","","","",67.0
"","","","","","","","",35.0
"","","","","","","","",73.0
"","","","","","","","",79.0
"","","","","","","","",26.0
"","","","","","","","",26.0
"","","","","","","","",88.0
"","","","","","","","",48.0
"","","","Denmark; Greece","","","","",68.0
"","","","","","","","",69.0
"","","","","","","","",86.0
"","","","","","","","",78.0
"","","","","","","","",54.0
"","Argentine association football player and manager (1960–2020)","","","","","","",60.0
"","","","","",1866.0,"","",87.0
"","","","","","","","",85.0
"","","","","","","","",69.0
"","","","United States of America","","","","",74.0
"","","Female","","Trade unionist","","","",77.0
"","","","","","","","",71.0
"","","","","","","","",67.0
"","","","","","","","",94.0
"","","","","Politician","","","",65.0
"","","","","","","","",33.0
"Anne Elizabeth Ball","","","","","","","",64.0
"","","Female","","",1883.0,"","",88.0
"","","","","","","","",76.0
"","","","","","","","",68.0
"","","","","","","","",74.0
"","","","","","","","",60.0
"","","","","","","","",81.0
"","","","","","","","",79.0
"","","","","","","","",67.0
"Auguste Boissonneau","","","","","","","",81.0
"","Russian writer","","","","","","",81.0
"","","","","","","","",76.0
"","","","","","","","",47.0
"","","","","","","","",92.0
"","","","","Artist","","","",87.0
"","","Female","","","","","",61.0
"","","","","","","","",84.0
"","","","","","","","",79.0
"","","","United States of America","","","","",87.0
"","","","","","","","natural causes",91.0
"","","","","","","","",55.0
"","","","","","","","",88.0
"","","","","","","","",77.0
"Louis Armand","","","","",1905.0,"","",66.0
"","","","","","","","",62.0
"","Lord Mayor of Stoke-on-Trent","","","","",1983.0,"",88.0
"","","","","Military personnel","","","",54.0
"","","","","","","","",92.0
"","","Male","","","","","",80.0
"","","","","","","","",87.0
"","","","","","","","",38.0
"","","","","","",1984.0,"",90.0
"","","","","","","","",80.0
"","","","","","","","",78.0
"","","","","","","","",66.0
"","","","","","","","",36.0
"","","","France","","","","",85.0
"","","","","","","","",79.0
"","","","","Researcher","","","",82.0
"","","","","","","","",85.0
"","","","","","","","",86.0
"","","","","","","","",67.0
"","","","","","","","",71.0
"","","","","","","","",81.0
"","","","","","","","",82.0
"","","","","","","","",31.0
"","","","","","","","",38.0
"","","","","","","","",63.0
"","","","","","","","",71.0
"","","","","","","","",72.0
"","","","","","","","",23.0
"","","","","","","","",77.0
"","","","","","","","",73.0
"","","","","","","","",58.0
"","","","","","","","",50.0
"","","","","","","","",83.0
"Johann Hugo Wyttenbach","","","","","","","",81.0
